3625,3555,3485,3415,3345,3275,3205,3135,3065,2995,2925,2855,2785,2715,2645,2575,2505,2435,2365,2295,2225,2155,2085,2015,1945,1875,1805,1735,1665,1595,1525,1455,1385,1315,1245,1175,1105,1104,1034,964,894,824,754,684,614,544,474,404,334,264,194,124,54,4745,4675,4605,4535,4465,4395,4325,4255,4185,4115,4045,3975,3905,3835,3765,3695
3696,3626,3556,3486,3416,3346,3276,3206,3136,3066,2996,2926,2856,2786,2716,2646,2576,2506,2436,2366,2296,2226,2156,2086,2016,1946,1876,1806,1736,1666,1596,1526,1456,1386,1316,1246,1176,1106,1036,1035,965,895,825,755,685,615,545,475,405,335,265,195,125,55,4746,4676,4606,4536,4466,4396,4326,4256,4186,4116,4046,3976,3906,3836,3766
3767,3697,3627,3557,3487,3417,3347,3277,3207,3137,3067,2997,2927,2857,2787,2717,2647,2577,2507,2437,2367,2297,2227,2157,2087,2017,1947,1877,1807,1737,1667,1597,1527,1457,1387,1317,1247,1177,1107,1037,967,966,896,826,756,686,616,546,476,406,336,266,196,126,56,4747,4677,4607,4537,4467,4397,4327,4257,4187,4117,4047,3977,3907,3837
3838,3768,3698,3628,3558,3488,3418,3348,3278,3208,3138,3068,2998,2928,2858,2788,2718,2648,2578,2508,2438,2368,2298,2228,2158,2088,2018,1948,1878,1808,1738,1668,1598,1528,1458,1388,1318,1248,1178,1108,1038,968,898,897,827,757,687,617,547,477,407,337,267,197,127,57,4748,4678,4608,4538,4468,4398,4328,4258,4188,4118,4048,3978,3908
3909,3839,3769,3699,3629,3559,3489,3419,3349,3279,3209,3139,3069,2999,2929,2859,2789,2719,2649,2579,2509,2439,2369,2299,2229,2159,2089,2019,1949,1879,1809,1739,1669,1599,1529,1459,1389,1319,1249,1179,1109,1039,969,899,829,828,758,688,618,548,478,408,338,268,198,128,58,4749,4679,4609,4539,4469,4399,4329,4259,4189,4119,4049,3979
3980,3910,3840,3770,3700,3630,3560,3490,3420,3350,3280,3210,3140,3070,3000,2930,2860,2790,2720,2650,2580,2510,2440,2370,2300,2230,2160,2090,2020,1950,1880,1810,1740,1670,1600,1530,1460,1390,1320,1250,1180,1110,1040,970,900,830,760,759,689,619,549,479,409,339,269,199,129,59,4750,4680,4610,4540,4470,4400,4330,4260,4190,4120,4050
4051,3981,3911,3841,3771,3701,3631,3561,3491,3421,3351,3281,3211,3141,3071,3001,2931,2861,2791,2721,2651,2581,2511,2441,2371,2301,2231,2161,2091,2021,1951,1881,1811,1741,1671,1601,1531,1461,1391,1321,1251,1181,1111,1041,971,901,831,761,691,690,620,550,480,410,340,270,200,130,60,4751,4681,4611,4541,4471,4401,4331,4261,4191,4121
4122,4052,3982,3912,3842,3772,3702,3632,3562,3492,3422,3352,3282,3212,3142,3072,3002,2932,2862,2792,2722,2652,2582,2512,2442,2372,2302,2232,2162,2092,2022,1952,1882,1812,1742,1672,1602,1532,1462,1392,1322,1252,1182,1112,1042,972,902,832,762,692,622,621,551,481,411,341,271,201,131,61,4752,4682,4612,4542,4472,4402,4332,4262,4192
4193,4123,4053,3983,3913,3843,3773,3703,3633,3563,3493,3423,3353,3283,3213,3143,3073,3003,2933,2863,2793,2723,2653,2583,2513,2443,2373,2303,2233,2163,2093,2023,1953,1883,1813,1743,1673,1603,1533,1463,1393,1323,1253,1183,1113,1043,973,903,833,763,693,623,553,552,482,412,342,272,202,132,62,4753,4683,4613,4543,4473,4403,4333,4263
4264,4194,4124,4054,3984,3914,3844,3774,3704,3634,3564,3494,3424,3354,3284,3214,3144,3074,3004,2934,2864,2794,2724,2654,2584,2514,2444,2374,2304,2234,2164,2094,2024,1954,1884,1814,1744,1674,1604,1534,1464,1394,1324,1254,1184,1114,1044,974,904,834,764,694,624,554,484,483,413,343,273,203,133,63,4754,4684,4614,4544,4474,4404,4334
4335,4265,4195,4125,4055,3985,3915,3845,3775,3705,3635,3565,3495,3425,3355,3285,3215,3145,3075,3005,2935,2865,2795,2725,2655,2585,2515,2445,2375,2305,2235,2165,2095,2025,1955,1885,1815,1745,1675,1605,1535,1465,1395,1325,1255,1185,1115,1045,975,905,835,765,695,625,555,485,415,414,344,274,204,134,64,4755,4685,4615,4545,4475,4405
4406,4336,4266,4196,4126,4056,3986,3916,3846,3776,3706,3636,3566,3496,3426,3356,3286,3216,3146,3076,3006,2936,2866,2796,2726,2656,2586,2516,2446,2376,2306,2236,2166,2096,2026,1956,1886,1816,1746,1676,1606,1536,1466,1396,1326,1256,1186,1116,1046,976,906,836,766,696,626,556,486,416,346,345,275,205,135,65,4756,4686,4616,4546,4476
4477,4407,4337,4267,4197,4127,4057,3987,3917,3847,3777,3707,3637,3567,3497,3427,3357,3287,3217,3147,3077,3007,2937,2867,2797,2727,2657,2587,2517,2447,2377,2307,2237,2167,2097,2027,1957,1887,1817,1747,1677,1607,1537,1467,1397,1327,1257,1187,1117,1047,977,907,837,767,697,627,557,487,417,347,277,276,206,136,66,4757,4687,4617,4547
4548,4478,4408,4338,4268,4198,4128,4058,3988,3918,3848,3778,3708,3638,3568,3498,3428,3358,3288,3218,3148,3078,3008,2938,2868,2798,2728,2658,2588,2518,2448,2378,2308,2238,2168,2098,2028,1958,1888,1818,1748,1678,1608,1538,1468,1398,1328,1258,1188,1118,1048,978,908,838,768,698,628,558,488,418,348,278,208,207,137,67,4758,4688,4618
4619,4549,4479,4409,4339,4269,4199,4129,4059,3989,3919,3849,3779,3709,3639,3569,3499,3429,3359,3289,3219,3149,3079,3009,2939,2869,2799,2729,2659,2589,2519,2449,2379,2309,2239,2169,2099,2029,1959,1889,1819,1749,1679,1609,1539,1469,1399,1329,1259,1189,1119,1049,979,909,839,769,699,629,559,489,419,349,279,209,139,138,68,4759,4689
4690,4620,4550,4480,4410,4340,4270,4200,4130,4060,3990,3920,3850,3780,3710,3640,3570,3500,3430,3360,3290,3220,3150,3080,3010,2940,2870,2800,2730,2660,2590,2520,2450,2380,2310,2240,2170,2100,2030,1960,1890,1820,1750,1680,1610,1540,1470,1400,1330,1260,1190,1120,1050,980,910,840,770,700,630,560,490,420,350,280,210,140,70,69,4760
4761,4691,4621,4551,4481,4411,4341,4271,4201,4131,4061,3991,3921,3851,3781,3711,3641,3571,3501,3431,3361,3291,3221,3151,3081,3011,2941,2871,2801,2731,2661,2591,2521,2451,2381,2311,2241,2171,2101,2031,1961,1891,1821,1751,1681,1611,1541,1471,1401,1331,1261,1191,1121,1051,981,911,841,771,701,631,561,491,421,351,281,211,141,71,1
2,4693,4692,4622,4552,4482,4412,4342,4272,4202,4132,4062,3992,3922,3852,3782,3712,3642,3572,3502,3432,3362,3292,3222,3152,3082,3012,2942,2872,2802,2732,2662,2592,2522,2452,2382,2312,2242,2172,2102,2032,1962,1892,1822,1752,1682,1612,1542,1472,1402,1332,1262,1192,1122,1052,982,912,842,772,702,632,562,492,422,352,282,212,142,72
73,3,4694,4624,4623,4553,4483,4413,4343,4273,4203,4133,4063,3993,3923,3853,3783,3713,3643,3573,3503,3433,3363,3293,3223,3153,3083,3013,2943,2873,2803,2733,2663,2593,2523,2453,2383,2313,2243,2173,2103,2033,1963,1893,1823,1753,1683,1613,1543,1473,1403,1333,1263,1193,1123,1053,983,913,843,773,703,633,563,493,423,353,283,213,143
144,74,4,4695,4625,4555,4554,4484,4414,4344,4274,4204,4134,4064,3994,3924,3854,3784,3714,3644,3574,3504,3434,3364,3294,3224,3154,3084,3014,2944,2874,2804,2734,2664,2594,2524,2454,2384,2314,2244,2174,2104,2034,1964,1894,1824,1754,1684,1614,1544,1474,1404,1334,1264,1194,1124,1054,984,914,844,774,704,634,564,494,424,354,284,214
215,145,75,5,4696,4626,4556,4486,4485,4415,4345,4275,4205,4135,4065,3995,3925,3855,3785,3715,3645,3575,3505,3435,3365,3295,3225,3155,3085,3015,2945,2875,2805,2735,2665,2595,2525,2455,2385,2315,2245,2175,2105,2035,1965,1895,1825,1755,1685,1615,1545,1475,1405,1335,1265,1195,1125,1055,985,915,845,775,705,635,565,495,425,355,285
286,216,146,76,6,4697,4627,4557,4487,4417,4416,4346,4276,4206,4136,4066,3996,3926,3856,3786,3716,3646,3576,3506,3436,3366,3296,3226,3156,3086,3016,2946,2876,2806,2736,2666,2596,2526,2456,2386,2316,2246,2176,2106,2036,1966,1896,1826,1756,1686,1616,1546,1476,1406,1336,1266,1196,1126,1056,986,916,846,776,706,636,566,496,426,356
357,287,217,147,77,7,4698,4628,4558,4488,4418,4348,4347,4277,4207,4137,4067,3997,3927,3857,3787,3717,3647,3577,3507,3437,3367,3297,3227,3157,3087,3017,2947,2877,2807,2737,2667,2597,2527,2457,2387,2317,2247,2177,2107,2037,1967,1897,1827,1757,1687,1617,1547,1477,1407,1337,1267,1197,1127,1057,987,917,847,777,707,637,567,497,427
428,358,288,218,148,78,8,4699,4629,4559,4489,4419,4349,4279,4278,4208,4138,4068,3998,3928,3858,3788,3718,3648,3578,3508,3438,3368,3298,3228,3158,3088,3018,2948,2878,2808,2738,2668,2598,2528,2458,2388,2318,2248,2178,2108,2038,1968,1898,1828,1758,1688,1618,1548,1478,1408,1338,1268,1198,1128,1058,988,918,848,778,708,638,568,498
499,429,359,289,219,149,79,9,4700,4630,4560,4490,4420,4350,4280,4210,4209,4139,4069,3999,3929,3859,3789,3719,3649,3579,3509,3439,3369,3299,3229,3159,3089,3019,2949,2879,2809,2739,2669,2599,2529,2459,2389,2319,2249,2179,2109,2039,1969,1899,1829,1759,1689,1619,1549,1479,1409,1339,1269,1199,1129,1059,989,919,849,779,709,639,569
570,500,430,360,290,220,150,80,10,4701,4631,4561,4491,4421,4351,4281,4211,4141,4140,4070,4000,3930,3860,3790,3720,3650,3580,3510,3440,3370,3300,3230,3160,3090,3020,2950,2880,2810,2740,2670,2600,2530,2460,2390,2320,2250,2180,2110,2040,1970,1900,1830,1760,1690,1620,1550,1480,1410,1340,1270,1200,1130,1060,990,920,850,780,710,640
641,571,501,431,361,291,221,151,81,11,4702,4632,4562,4492,4422,4352,4282,4212,4142,4072,4071,4001,3931,3861,3791,3721,3651,3581,3511,3441,3371,3301,3231,3161,3091,3021,2951,2881,2811,2741,2671,2601,2531,2461,2391,2321,2251,2181,2111,2041,1971,1901,1831,1761,1691,1621,1551,1481,1411,1341,1271,1201,1131,1061,991,921,851,781,711
712,642,572,502,432,362,292,222,152,82,12,4703,4633,4563,4493,4423,4353,4283,4213,4143,4073,4003,4002,3932,3862,3792,3722,3652,3582,3512,3442,3372,3302,3232,3162,3092,3022,2952,2882,2812,2742,2672,2602,2532,2462,2392,2322,2252,2182,2112,2042,1972,1902,1832,1762,1692,1622,1552,1482,1412,1342,1272,1202,1132,1062,992,922,852,782
783,713,643,573,503,433,363,293,223,153,83,13,4704,4634,4564,4494,4424,4354,4284,4214,4144,4074,4004,3934,3933,3863,3793,3723,3653,3583,3513,3443,3373,3303,3233,3163,3093,3023,2953,2883,2813,2743,2673,2603,2533,2463,2393,2323,2253,2183,2113,2043,1973,1903,1833,1763,1693,1623,1553,1483,1413,1343,1273,1203,1133,1063,993,923,853
854,784,714,644,574,504,434,364,294,224,154,84,14,4705,4635,4565,4495,4425,4355,4285,4215,4145,4075,4005,3935,3865,3864,3794,3724,3654,3584,3514,3444,3374,3304,3234,3164,3094,3024,2954,2884,2814,2744,2674,2604,2534,2464,2394,2324,2254,2184,2114,2044,1974,1904,1834,1764,1694,1624,1554,1484,1414,1344,1274,1204,1134,1064,994,924
925,855,785,715,645,575,505,435,365,295,225,155,85,15,4706,4636,4566,4496,4426,4356,4286,4216,4146,4076,4006,3936,3866,3796,3795,3725,3655,3585,3515,3445,3375,3305,3235,3165,3095,3025,2955,2885,2815,2745,2675,2605,2535,2465,2395,2325,2255,2185,2115,2045,1975,1905,1835,1765,1695,1625,1555,1485,1415,1345,1275,1205,1135,1065,995
996,926,856,786,716,646,576,506,436,366,296,226,156,86,16,4707,4637,4567,4497,4427,4357,4287,4217,4147,4077,4007,3937,3867,3797,3727,3726,3656,3586,3516,3446,3376,3306,3236,3166,3096,3026,2956,2886,2816,2746,2676,2606,2536,2466,2396,2326,2256,2186,2116,2046,1976,1906,1836,1766,1696,1626,1556,1486,1416,1346,1276,1206,1136,1066
1067,997,927,857,787,717,647,577,507,437,367,297,227,157,87,17,4708,4638,4568,4498,4428,4358,4288,4218,4148,4078,4008,3938,3868,3798,3728,3658,3657,3587,3517,3447,3377,3307,3237,3167,3097,3027,2957,2887,2817,2747,2677,2607,2537,2467,2397,2327,2257,2187,2117,2047,1977,1907,1837,1767,1697,1627,1557,1487,1417,1347,1277,1207,1137
1138,1068,998,928,858,788,718,648,578,508,438,368,298,228,158,88,18,4709,4639,4569,4499,4429,4359,4289,4219,4149,4079,4009,3939,3869,3799,3729,3659,3589,3588,3518,3448,3378,3308,3238,3168,3098,3028,2958,2888,2818,2748,2678,2608,2538,2468,2398,2328,2258,2188,2118,2048,1978,1908,1838,1768,1698,1628,1558,1488,1418,1348,1278,1208
1209,1139,1069,999,929,859,789,719,649,579,509,439,369,299,229,159,89,19,4710,4640,4570,4500,4430,4360,4290,4220,4150,4080,4010,3940,3870,3800,3730,3660,3590,3520,3519,3449,3379,3309,3239,3169,3099,3029,2959,2889,2819,2749,2679,2609,2539,2469,2399,2329,2259,2189,2119,2049,1979,1909,1839,1769,1699,1629,1559,1489,1419,1349,1279
1280,1210,1140,1070,1000,930,860,790,720,650,580,510,440,370,300,230,160,90,20,4711,4641,4571,4501,4431,4361,4291,4221,4151,4081,4011,3941,3871,3801,3731,3661,3591,3521,3451,3450,3380,3310,3240,3170,3100,3030,2960,2890,2820,2750,2680,2610,2540,2470,2400,2330,2260,2190,2120,2050,1980,1910,1840,1770,1700,1630,1560,1490,1420,1350
1351,1281,1211,1141,1071,1001,931,861,791,721,651,581,511,441,371,301,231,161,91,21,4712,4642,4572,4502,4432,4362,4292,4222,4152,4082,4012,3942,3872,3802,3732,3662,3592,3522,3452,3382,3381,3311,3241,3171,3101,3031,2961,2891,2821,2751,2681,2611,2541,2471,2401,2331,2261,2191,2121,2051,1981,1911,1841,1771,1701,1631,1561,1491,1421
1422,1352,1282,1212,1142,1072,1002,932,862,792,722,652,582,512,442,372,302,232,162,92,22,4713,4643,4573,4503,4433,4363,4293,4223,4153,4083,4013,3943,3873,3803,3733,3663,3593,3523,3453,3383,3313,3312,3242,3172,3102,3032,2962,2892,2822,2752,2682,2612,2542,2472,2402,2332,2262,2192,2122,2052,1982,1912,1842,1772,1702,1632,1562,1492
1493,1423,1353,1283,1213,1143,1073,1003,933,863,793,723,653,583,513,443,373,303,233,163,93,23,4714,4644,4574,4504,4434,4364,4294,4224,4154,4084,4014,3944,3874,3804,3734,3664,3594,3524,3454,3384,3314,3244,3243,3173,3103,3033,2963,2893,2823,2753,2683,2613,2543,2473,2403,2333,2263,2193,2123,2053,1983,1913,1843,1773,1703,1633,1563
1564,1494,1424,1354,1284,1214,1144,1074,1004,934,864,794,724,654,584,514,444,374,304,234,164,94,24,4715,4645,4575,4505,4435,4365,4295,4225,4155,4085,4015,3945,3875,3805,3735,3665,3595,3525,3455,3385,3315,3245,3175,3174,3104,3034,2964,2894,2824,2754,2684,2614,2544,2474,2404,2334,2264,2194,2124,2054,1984,1914,1844,1774,1704,1634
1635,1565,1495,1425,1355,1285,1215,1145,1075,1005,935,865,795,725,655,585,515,445,375,305,235,165,95,25,4716,4646,4576,4506,4436,4366,4296,4226,4156,4086,4016,3946,3876,3806,3736,3666,3596,3526,3456,3386,3316,3246,3176,3106,3105,3035,2965,2895,2825,2755,2685,2615,2545,2475,2405,2335,2265,2195,2125,2055,1985,1915,1845,1775,1705
1706,1636,1566,1496,1426,1356,1286,1216,1146,1076,1006,936,866,796,726,656,586,516,446,376,306,236,166,96,26,4717,4647,4577,4507,4437,4367,4297,4227,4157,4087,4017,3947,3877,3807,3737,3667,3597,3527,3457,3387,3317,3247,3177,3107,3037,3036,2966,2896,2826,2756,2686,2616,2546,2476,2406,2336,2266,2196,2126,2056,1986,1916,1846,1776
1777,1707,1637,1567,1497,1427,1357,1287,1217,1147,1077,1007,937,867,797,727,657,587,517,447,377,307,237,167,97,27,4718,4648,4578,4508,4438,4368,4298,4228,4158,4088,4018,3948,3878,3808,3738,3668,3598,3528,3458,3388,3318,3248,3178,3108,3038,2968,2967,2897,2827,2757,2687,2617,2547,2477,2407,2337,2267,2197,2127,2057,1987,1917,1847
1848,1778,1708,1638,1568,1498,1428,1358,1288,1218,1148,1078,1008,938,868,798,728,658,588,518,448,378,308,238,168,98,28,4719,4649,4579,4509,4439,4369,4299,4229,4159,4089,4019,3949,3879,3809,3739,3669,3599,3529,3459,3389,3319,3249,3179,3109,3039,2969,2899,2898,2828,2758,2688,2618,2548,2478,2408,2338,2268,2198,2128,2058,1988,1918
1919,1849,1779,1709,1639,1569,1499,1429,1359,1289,1219,1149,1079,1009,939,869,799,729,659,589,519,449,379,309,239,169,99,29,4720,4650,4580,4510,4440,4370,4300,4230,4160,4090,4020,3950,3880,3810,3740,3670,3600,3530,3460,3390,3320,3250,3180,3110,3040,2970,2900,2830,2829,2759,2689,2619,2549,2479,2409,2339,2269,2199,2129,2059,1989
1990,1920,1850,1780,1710,1640,1570,1500,1430,1360,1290,1220,1150,1080,1010,940,870,800,730,660,590,520,450,380,310,240,170,100,30,4721,4651,4581,4511,4441,4371,4301,4231,4161,4091,4021,3951,3881,3811,3741,3671,3601,3531,3461,3391,3321,3251,3181,3111,3041,2971,2901,2831,2761,2760,2690,2620,2550,2480,2410,2340,2270,2200,2130,2060
2061,1991,1921,1851,1781,1711,1641,1571,1501,1431,1361,1291,1221,1151,1081,1011,941,871,801,731,661,591,521,451,381,311,241,171,101,31,4722,4652,4582,4512,4442,4372,4302,4232,4162,4092,4022,3952,3882,3812,3742,3672,3602,3532,3462,3392,3322,3252,3182,3112,3042,2972,2902,2832,2762,2692,2691,2621,2551,2481,2411,2341,2271,2201,2131
2132,2062,1992,1922,1852,1782,1712,1642,1572,1502,1432,1362,1292,1222,1152,1082,1012,942,872,802,732,662,592,522,452,382,312,242,172,102,32,4723,4653,4583,4513,4443,4373,4303,4233,4163,4093,4023,3953,3883,3813,3743,3673,3603,3533,3463,3393,3323,3253,3183,3113,3043,2973,2903,2833,2763,2693,2623,2622,2552,2482,2412,2342,2272,2202
2203,2133,2063,1993,1923,1853,1783,1713,1643,1573,1503,1433,1363,1293,1223,1153,1083,1013,943,873,803,733,663,593,523,453,383,313,243,173,103,33,4724,4654,4584,4514,4444,4374,4304,4234,4164,4094,4024,3954,3884,3814,3744,3674,3604,3534,3464,3394,3324,3254,3184,3114,3044,2974,2904,2834,2764,2694,2624,2554,2553,2483,2413,2343,2273
2274,2204,2134,2064,1994,1924,1854,1784,1714,1644,1574,1504,1434,1364,1294,1224,1154,1084,1014,944,874,804,734,664,594,524,454,384,314,244,174,104,34,4725,4655,4585,4515,4445,4375,4305,4235,4165,4095,4025,3955,3885,3815,3745,3675,3605,3535,3465,3395,3325,3255,3185,3115,3045,2975,2905,2835,2765,2695,2625,2555,2485,2484,2414,2344
2345,2275,2205,2135,2065,1995,1925,1855,1785,1715,1645,1575,1505,1435,1365,1295,1225,1155,1085,1015,945,875,805,735,665,595,525,455,385,315,245,175,105,35,4726,4656,4586,4516,4446,4376,4306,4236,4166,4096,4026,3956,3886,3816,3746,3676,3606,3536,3466,3396,3326,3256,3186,3116,3046,2976,2906,2836,2766,2696,2626,2556,2486,2416,2415
